text,url,lang
"NEUER! 👊💥 #AUTGER 

Looking for a better goalkeeper like... https://t.co/dp1kwoGKiz",https://twitter.com/FCBayern/status/1002987907777531904,german
"He's back 👍

#DieMannschaft #ZSMMN #AUTGER 0-1 https://t.co/d6pBzzPWf2",https://twitter.com/DFB_Team_EN/status/1002975927406661634,german
Jumping towards #AUTGER like ... 😂 #da27 https://t.co/Rx8ouuhjvd,https://twitter.com/David_Alaba/status/1002596495743385600,german
"Class is permanent 😍 #NeuerTheWall

#DieMannschaft #ZSMMN #AUTGER 0-1 https://t.co/tTrcfVYNG5",https://twitter.com/DFB_Team_EN/status/1002982489047076864,german
"Game over 😞 Our first #WorldCup dress rehearsal ends in defeat in Austria 🇦🇹🇩🇪

#DieMannschaft #ZSMMN #AUTGER 2-1 https://t.co/lq9GAUs7TX",https://twitter.com/DFB_Team_EN/status/1002996855981174784,german
Great to see @Manuel_Neuer make his comeback after 2️⃣5️⃣9️⃣ days! ☺️👍 #NeuerTheWall #AUTGER https://t.co/jZSgJYhn7r,https://twitter.com/FCBayernEN/status/1002999929546137606,german
"WHAT A HIT FROM WALDSCHMIDT 🚀

#U21EURO #AUTGER (14') 0-1 https://t.co/DTqmSFAhjd",https://twitter.com/DFB_Team_EN/status/1142873862746640384,german
"*starts a Marco Reus prayer circle*

rt to be in the circle

#autger",https://twitter.com/finja_f/status/1002990296660086785,german
It's like he never left 👐 ⛔ #NeuerTheWall #AUTGER https://t.co/YfDrvwGFiw,https://twitter.com/FCBayernEN/status/1002984914969677824,german
"🇩🇪 Welcome back, @woodyinho! Bleib gesund! #AUTGER 💪 https://t.co/xuCHkVF5fA",https://twitter.com/BVB/status/1002991585506877440,german
"Semi-finals and #Tokyo2020 here we come! 🙌

#U21EURO #AUTGER https://t.co/8VOYlSBFNB",https://twitter.com/DFB_Team_EN/status/1142899045251334144,german
"Our starting XI for 🇦🇹 🆚 🇩🇪

#U21EURO #AUTGER https://t.co/6yFLUrrBIH",https://twitter.com/DFB_Team_EN/status/1142851450546073600,german
"Luca Waldschmidt goal tally update: 

⚽⚽⚽⚽⚽

#U21EURO #AUTGER https://t.co/KxZbRG2MnW",https://twitter.com/DFB_Team_EN/status/1142901982602125312,german
"15 minutes to chase the win 🔥

#U21EURO #AUTGER 1-1 https://t.co/I2hH6H6A0F",https://twitter.com/DFB_Team_EN/status/1142893162098233344,german
"MATCHDAY 🇦🇹🇩🇪 
#ZSMMN #DieMannschaft #AUTGER https://t.co/KysHxxy4EU",https://twitter.com/DFB_Team/status/1002807184927977472,german
Austria has just beaten Germany 2-1. Feels as if we had won the World Cup #AUTGER https://t.co/wvqSPW7g4V,https://twitter.com/RalphJanik/status/1002997593977380866,german
"Let's get the job done, boys! 🇩🇪 

#U21EURO #AUTGER (1') https://t.co/G2ltJXwrRL",https://twitter.com/DFB_Team_EN/status/1142869713246216192,german
"The U21s will reach the semi-finals if... 📊

All the permutations ahead of tonight's clash with Austria 👉 https://t.co/n1tRJM6PF3

#U21EURO #AUTGER https://t.co/RdNpxx8Bti",https://twitter.com/DFB_Team_EN/status/1142798710000275456,german
"And in the red corner 🥊

#U21EURO #AUTGER https://t.co/Q3LFCJP3gf",https://twitter.com/DFB_Team_EN/status/1142856956874547200,german
Manuel Neuer's wifa Nina at #AUTGER yesterday https://t.co/hX3HoLXUNK,https://twitter.com/eMiaSanMia/status/1003280420379774976,german
"Austria are level 😕 Hinteregger got some power behind that volley. No chance. (53')

#DieMannschaft #ZSMMN #AUTGER [1]-1 https://t.co/FdhoUW8vAc",https://twitter.com/DFB_Team_EN/status/1002986853786701824,german
"Worth the wait! ⚽

#DieMannschaft #ZSMMN #AUTGER 0-1 https://t.co/5WdrZHjSl0",https://twitter.com/DFB_Team_EN/status/1002974223407747073,german
"#U21EURO Matchday! 🎉🙌⚽️

🇩🇰🆚🇷🇸  
🇦🇹🆚🇩🇪  
#DENSRB #AUTGER https://t.co/8zq4j7IF7Z",https://twitter.com/UEFAcom_de/status/1142701599162339328,german
Germany's U21s lead in Austria courtesy of an absolute humdinger by Luca Waldschmidt! Unstoppable hit by the young Freiburg forward. #AUTGER https://t.co/lyxThlWsPt,https://twitter.com/dw_sports/status/1142874265538224129,german
"Another Germany change. @IlkayGuendogan makes way for Leon #Goretzka 🔁 (56')

#DieMannschaft #ZSMMN #AUTGER 1-1 https://t.co/T9UAgH4mWD",https://twitter.com/DFB_Team_EN/status/1002988590534623232,german
