text,url,lang
Turkeys has no history..only criminal record #Εβρος,https://twitter.com/marousk13230667/status/1233859056890195969,greek
"These are the ""nice, poor immigrants"" trying to invade my country as we speak... GET THE FUCK OUT !!! #Εβρος https://t.co/Ij28xV4nCb",https://twitter.com/JennyGiannop/status/1233888370788569089,greek
"Throughout history, you messed up with Armenians, Kurds, Smyrna, Byzantium, Cyprus...no one can tolerate you any more...all these are unfair and illegal...they violate humam rights...your turn has come...enough is enough... #IStandWithGreece #Εβρος ❤️🇨🇾🇬🇷❤️ https://t.co/rgZfVi4fc9",https://twitter.com/Sofronis16/status/1233893766957850632,greek
"#IStandWithGreece #Evros #Εβρος 
No-one will pass._
🇬🇷🇬🇷🇬🇷🇬🇷🇬🇷🇬🇷🇬🇷🇬🇷 https://t.co/9noyUv7Buy",https://twitter.com/tokapsero/status/1233904825475256325,greek
"Don't try to enter Greece illegally!

#IStandWithGreece #Greece #Greece_Turkey_Borders #GreeceUnderAttack #GreeceAttacksRefugees #Evros #Εβρος #μεταναστευτικο 

https://t.co/hoFTTTkkYd",https://twitter.com/gitsakis/status/1233918521706450947,greek
"“The Balkans against the Tyrant” #Εβρος
This poster portrays the 1st Balkan war,when the newly independent states fought the Ottomans
The emphasis is on the Christian states uniting to fight against the demonic Muslim
#Greece #Russia  #Syria #Bulgaria #λαθρομεταναστευτικο https://t.co/230yZYHWtG",https://twitter.com/filokalia/status/1233669584223457280,greek
"@MevlutCavusoglu Our differences!!!
#Turkey #Turkiye #Greece #hellas #εβρος #μεταναστευτικο #Τουρκια #Εβρο https://t.co/GuToXrJpSZ",https://twitter.com/psilos197/status/1233846808469790720,greek
#Εβρος Live https://t.co/Zn9X9Metnn,https://twitter.com/KostasSkrrr/status/1233873678900846592,greek
"These are NOT #Refugees period. If they try to enter they will be shot. This is an #invasion
#Evros #Kastanies #Turkey #BorderCrisis #Greece #EuropeanUnion
@Europarl_EL #Εβρος https://t.co/4WPctM4kzY",https://twitter.com/TetraLogiki/status/1233842352810340353,greek
Look who’s lecturing us on international law! They’re shamelessly attacking Syrians in their land.We do not have an obligation to let them enter our country so they have to stay in your territory. Simple as that. Deal with it.#Εβρος #Evros https://t.co/NnQyekg2Zv,https://twitter.com/Electrollogios/status/1233762304564645888,greek
Fake news made in Albania. #Εβρος #ΣΥΡΙΖΑ_ξεφτιλες https://t.co/N0Ip3JE3rS https://t.co/np9qZAs8yD,https://twitter.com/Paidi_diamanti/status/1233738660652232704,greek
"To all Islamist Neo-Ottoman dogs guinding lawless immigrants to Hellas, if you want to put them in our country, come yourself and claim the land.
Hellas has enough men and equipment to defend it's people and territory
#Έβρος",https://twitter.com/Domestikos997/status/1233730212967407616,greek
He can't even see the irony in that. This moron is a minister... #Εβρος https://t.co/NwBwBjfxSe,https://twitter.com/stefanoskkk/status/1233783615974191104,greek
"#Greek special forces and police on high alert 

#Evros #Turkey #Erdogan #Greece #Εβρος https://t.co/5mAzC7pPzW",https://twitter.com/andreasmoun/status/1233878820748431360,greek
"Just a few days ago, as you demand more refugees for us to accept, you are attacking war victims once the borders are opened. Is Turkey the only country must show respect for human rights? #εβρος #HumanRightsRefugee https://t.co/4qF3eGrHyf",https://twitter.com/hilalaktaas/status/1233829404767408129,greek
"They call illegal, Greece’s legitimate right to protect its borders. Friends from #Turkey, forget the past. #Greece has a serious government now. #εβρος #εβρο #Evros https://t.co/PcaIVhcyGs",https://twitter.com/MichaelAiriely/status/1233724674598633472,greek
"Prime Minister #mitsotakis  saying exactly the same as president #Trump. Well said!#Εβρος #μεταναστευτικο
#Greece #Russia  #Syria #Bulgaria #λαθρομεταναστευτικο https://t.co/EMFU9h6DRr",https://twitter.com/engineer4truth/status/1233740389238083586,greek
