text,url,lang
Don’t kno how to use Twitter .. I feel corny lol #2020newyear,https://twitter.com/AdoreNinaCoca/status/1234550440844550144,native
"In #2020NewYear I will be posting my Ken #Griffey, Jr. periodical collection in chronological order. This could take awhile. All pictures are from my personal collection. #Mariners #Reds #WhiteSox #Phillies #MLB 

Periodical of the Day - Soorts Illustrated for Kids April 1996 : https://t.co/32TPanP2gH",https://twitter.com/Griffeyti/status/1237349755778404353,native
"#Glaucoma is the most common cause of irreversible #sightloss in the world. It is estimated 11.2 million people will be #blind secondary to #glaucoma by the end of this year #2020NewYear 
#WorldGlaucomaWeek Find out more about the condition in this video https://t.co/2ZOMlUSfKR",https://twitter.com/jutley_gurjeet/status/1237013505276084224,native
"Top 5 EHR Software that offer Clinical Decision Support Systems in the US
https://t.co/tIkWaaRnrd
#EMRSystems #healthcare #healthcareIT #digitalhealth #healthIT #clinics #doctors #top #2020newyear #medical #medicine #pros #physicians #clinics #doctors #eHealth",https://twitter.com/kelly_archives/status/1235500827231453184,native
"20XX is all about diets: 
Diet from spending. 
Diet from negative ass energy. 
Diet from people who are fake and toxic. 
Diet from self doubt. 
Diet from staying stagnant ✌🏽
#2020NewYear #2020 #YouGlowDifferentWhen",https://twitter.com/AshleyDonez/status/1235284826992676864,native
"-I got around to re-editing my first drawing of 2020.

#DragonBall #DragonBallZ #drawings #fanart #redraw #2020NewYear https://t.co/u6t6qdqthi",https://twitter.com/ChristianR349/status/1234911613121179649,native
"Thing are finally looking up, here I come #2020newyear #MondayVibes #MondayMotivation #MondayMorning https://t.co/RqDGeSZEBQ",https://twitter.com/Amazaally/status/1234550954684538881,native
Prophecy ought to confirm what #God is already saying in your spirit. #ThinkBig Don't tell them #Haters nothing. LET EMM ALL WATCH YOUR MOVES. Check one. #CUT #2020NewYear #Movies Produced and directed By Tango! @TlrWorldWidellc @MalibuSelfies @MalibuSwag @glasgow_bruce #BOOM https://t.co/yc7SdSvNU1,https://twitter.com/TlrWorldWidellc/status/1235009452341735425,native
"Regardless of how you feel .. Im feeling myself short hair dont care 
#shorthair #livinglife. #bestfriend 
#2020newyear #vibes #BlackGirlMagic 💖 https://t.co/ihmI4CHPBb",https://twitter.com/LQueen1990/status/1234308186485727232,native
"STONEFEST 2020
#2020Vision #2020NewYear #STONEFEST #music #appleton #oshkosh #greenbay #Wisconsin #April2020 #April https://t.co/tJroze51QX",https://twitter.com/FontaineousTrio/status/1235682721193750530,native
"I started to restock fire hose flags for the 2020 season. Hanging out to dry right now. 

https://t.co/ErcJZQg02e 

#firehose #firehoseflags #flags #firefighter #firefighters #SuperTuesdsy #firefightergift #firefightergifts #fireman #handmade #bulk #2020BecauseOfYou #2020newyear https://t.co/YpsTVDhswY",https://twitter.com/Crafty_American/status/1235206076825579520,native
"The ones who keep going when everybody else is ready to quit, the ones who keep the vision and follow there dream to the end, those are the ones who will find the desires of their hearts. Have you all any idea what I'm doing here in #2020NewYear Keep watching. I'm real here baby! https://t.co/ui6JhcEPjo",https://twitter.com/TlrWorldWidellc/status/1231625374724845568,native
Thank you Coach Noonan for all you have done for me and the Charleston community. I appreciate all the hours of dedication and commitment you put into our team and the program. Go Warriors! @WandoHSFootball #wandofootball #dedication #ultimatewarrior #2020NewYear #greatmemories https://t.co/oEExxmltqR,https://twitter.com/JustinPelic/status/1226189563770605575,native
"Goodnight😴dearest friends
Mommy says she feels blessed👼for all the wonderful new friends🥰that 2020🎉has brought us
much love mei mei 💜 xoxo
#pugs #puglife #Dog #DOGLOVERS #dogsofinstagram #dogsoftwitter #2020NewYear #2020SoFar
#friends #newyear  #Blessings #ChineseNewYear #my https://t.co/o3S212xDgz",https://twitter.com/mei_pug/status/1223493763127037952,native
"To celebrate 1,000 followers {OMBBBBB}, I’m gonna give away my favorite snacks! Perhaps a toy. Stay tuned. Tomorrow we will figure dis out #ThickNeck #TreatsPlease #AlmostThere #2020NewYear #ThanksPals 🐇🙏🏻❤️ https://t.co/jAecmYATCG",https://twitter.com/MagicZeBunny/status/1223104170439217153,native
"Congratulations $DRGN
Excellent way to start #2020NewYear 🔥

2020 Best Tech Startups in Bellevue – The Tech Tribune
https://t.co/cQhV57dRO3",https://twitter.com/sdb4152/status/1221993019219546112,native
"Thanks to all members of @GurgaonAipc  who worked hard in making the 1st Edition #CoffeeConversations a great success. Our talk show Guest Speaker being renowned economist Prof. Arun Kumar.

Chapter to churn out more of such engrossing &amp; enlightening sessions in #2020NewYear https://t.co/TJCSdj5Tep",https://twitter.com/Kanupriya777/status/1221339372215140353,indian
January is full of life #January #life #gardens #gardenshour #new #2020NewYear https://t.co/3N73ubT8X5,https://twitter.com/maxbhill/status/1220744181326536705,native
"India in Geneva 

#2020NewYear starts with a #milestone moment|after tireless negotiations for months;finally-&gt;signing of agreements related to the new Chancery Building Project of the Permanent Mission of 🇮🇳 in Geneva @IndiaUNGeneva|construction to commence in a matter of weeks https://t.co/Fq6Jo7sNVa",https://twitter.com/IndiaUNGeneva/status/1219955422855077894,indian
Na Na Na Na Na Na one ☝️ more night blinded by the sun light 😎 who’s #Coastin with me🤔 #StraightOuttaMalibu❤️ Who’s in the the B.U. tonight🤔 I’m right here taking care of some business. #2020NewYear #TangoStyle baby 👶 #TuesdaysMotivation What are you waiting for👊 https://t.co/X1ZpFFQGfH,https://twitter.com/TlrWorldWidellc/status/1219802928887676928,native
"Enjoy the Relaxation of my video! Turn up the sound of the Relaxing Ocean.  It’s really nice today.  Everybody is out on the beach and chillin!  
#timsamstravelusa
#visitstpetebeach #florida #visitflorida #2020NewYear 
#Gulfocean #PassaGrillBeach #visitflorida #visitsptete https://t.co/Qy7TPS3OB7",https://twitter.com/TimSamsTravelUS/status/1218593767772631040,native
Looking forward to the season ahead  #hoglife #builtbyfriendsforfriendsforfun #golf #waterville #visitwaterville #ireland #stunning #2020NewYear #mccarthysbar #WildAtlanticWay https://t.co/hEuc3Lu5Ch,https://twitter.com/HogsHeadGC/status/1218473896007127041,native
Some girl just messaged me on Fb Messenger &amp; thought she’d let me know she deleted me off SnapChat two months ago. My reply was oh i didn’t even notice. 😗 #2020NewYear,https://twitter.com/AsianJamesBB17/status/1218321255008555010,native
@KZ106 #classicrock  love hearing @blackberrysmoke getting so much radio play! @rbfestival #thankyouforthemusic #rockandroll #2020NewYear https://t.co/ubvY8kSuoe,https://twitter.com/KelliJoJoJo/status/1217986824586649601,native
I'm pretty pumped for tomorrow. Not only is it the first @WLNtmobile #Houston event of the year but our first ever lean in circle 🥳 I know #2020NewYear is going to be an amazing year 💗 #DiversityandInclusion #WomanCrushWednesday https://t.co/FOT9nAcYCI,https://twitter.com/SuzyMagenta/status/1217541114548379649,native
"Happy health to you all in 2020! ♥️🌿 Just a little vegan breakfast I whipped up for me and my mom! Loaded with protein, vitamins and minerals! #vegan #veganborn #plantbased  #2020NewYear https://t.co/ISFUJ4KNSY",https://twitter.com/aubreykmiller/status/1217505996886532097,native
"No Caption
.
Because I Was Struggling To Find One!
.
#AnushkaShetty #anushka #art #ArtistOnTwitter #ArtLovers #2020NewYear #love #peace #happiness #MakarSankranti https://t.co/8Nf9ogtNh5",https://twitter.com/theartmusings/status/1217295578289197056,indian
"#NewProfilePic
Hi to all my new followers on here always lovely to make new Twitter friends. 💜😘💗 Here is a link to my #spotify page so you can listen to my music. 

https://t.co/4XAnMwXboC

#clareestelle #gothic #progrock #alternative #musician #beautyphotography #2020NewYear https://t.co/kW31fSeKLj",https://twitter.com/ClareEstelle/status/1217217281467592706,native
"What are you looking forward to most in 2020? Join us as this weeks episode we discussed what we are looking forward to most in 2020, what movies we loved for 2019, and many random topics! Join us! Episode live! #2020NewYear 

https://t.co/kOPCn26JTJ https://t.co/Bqrv5VX9kd",https://twitter.com/TheBrosMoviePod/status/1216778020637368320,native
"#2020NewYear Kick off in style with @MirjamIce: From scan to csv: digitising Austrian birth record data from the late 19th century 
Details: https://t.co/DT9ABo6vPW
Register: https://t.co/zi2rVtrUJa
#RStats #meetup #Edinburgh #tech #DataScience",https://twitter.com/edinb_r/status/1216701648615215105,native
"Standing ovation for @TaraBrach &amp; Jonathan Faust. #ThankYou for an incredible retreat on radical #compassion at Marble Collegiate Church, sponsored by @tricyclemag @nyopencenter @NewYorkInsight #SaturdayMotivation #2020NewYear @recoverydharma @SharonSalzberg @JackKornfield https://t.co/PwrlrKHEab https://t.co/x6xgv1zJ6P",https://twitter.com/AnyaLukianov/status/1216169474518323205,native
"#ADOS THIS IS WHY WE MUST BE THE 🆕️🌊 #CIVILRIGHTS... THIS is WHY they're against LINEAGE BASED #REPARATIONS ✊🏾🔥
#2020NewYear #BlackTwitter #BlackAgenda2020 #Reparations2020 https://t.co/1YOxAYOI7S",https://twitter.com/pab7ofr3sh/status/1216107830542888961,native
.@FitnessHacks101 Twitter seen it first 🏋🏾‍♂️ #AlohaFriday #fit #motivation #2020NewYear #inspirational #fitfam #stayfit https://t.co/GfWVQFiCxn,https://twitter.com/worldnomad101/status/1216075248300199936,native
"Need a Girlfriend should I go on love island ?🏝💙-Sammy
#LoveIslandUK #2020NewYear #Boyband #SaturdayMotivation #islanders https://t.co/T9L0j7IRFQ",https://twitter.com/JustTheBraveOFF/status/1216017769520680960,native
This needs to be a thing. #2020NewYear #2020WillBeTheYearFor https://t.co/qklwd5dKv4,https://twitter.com/SaritaTanwar/status/1215886773877792768,indian
"Special shout out to @jennwrites in #2020NewYear. Thank you for including @Temporalcloud in not only the @IPFSbot 2019 Year in review, but all the other great mentions as well. 🎉

Amazing person &amp; skilled writer👌 @protocollabs is lucky to have you! Keep up the great work 💪 https://t.co/YgJJDQv50F",https://twitter.com/Temporalcloud/status/1215824804944715776,native
"WE ARE BACK!

We took a short break for the holidays and now we're back! On this weeks episode we discussed what we are looking forward to most on 2020, what movies we loved for 2019, and many random topics! Join us! Episode live later today! #2020NewYear #podcast #movies https://t.co/0suSMbBfIc",https://twitter.com/TheBrosMoviePod/status/1215639324588462080,native
"New year, new news! Kick off #2020NewYear with #TDOTtopics &amp; then make a #resolution to keep watching for the latest #TransportationNews. #LetsDoThis https://t.co/nh6VasFyd5",https://twitter.com/myTDOT/status/1215634401700171780,native
"Back in #LosAngeles and off to my first theatrical casting opportunity of #2020NewYear 

#actor https://t.co/UOp5lDFKBP",https://twitter.com/christinaderosa/status/1215415812594388992,native
📢 Nice to chat with  Cointelegraph about future trends and what to expect in 2020. #NEM #SYMBOL #XEM #2020NewYear https://t.co/cgS6WyLz9t,https://twitter.com/Inside_NEM/status/1215352062273359873,native
Trying this custom thing. Retweet me please. #custom #SouthernNotState #art #2020NewYear https://t.co/NlPOvqyoxn,https://twitter.com/JadatheHada/status/1215046440432566283,native
It’s 20 degrees in 2020. Espresso yourself. #chicago #2020NewYear https://t.co/1ydJPLo2e8,https://twitter.com/RichardERoeper/status/1214987361500762115,native
Running into #2020NewYear with #bodypositivity and #confidence Follow us this year to share our message. #normalisingnaturism #naturist https://t.co/MpdglfyKr2,https://twitter.com/GandC_Artworks/status/1214953861846360064,native
"Starting this year with a great experience, life in the sun is always better #beach #2020NewYear 🏖🌊🛥 https://t.co/btWTUFgzmf",https://twitter.com/DylanJohnsonF4F/status/1214623157644075008,native
A 🍾🥂Sweet Smell of Success #2020NewYear💥😀@skipbolden @coenesqued @DominiqueRevue @filmnvinyl @FilmNoirWorld @eliza2854 @larwoolf @DuganAmanda @sjmay92 @TicoRomao @Bertrom @UlteriousFilm @DuganAmanda @zarandillo @cinexistenz @stagescreen60 @wendyOrourke @laurazee6 @TATJANASL https://t.co/jKdhCrwReb,https://twitter.com/AWBluzman/status/1214561776374693890,native
"My first art of #2020NewYear 😁 little collage I've been working on ✍

@DBZSquad_  #DragonBallSuper #DragonBallZKakarot https://t.co/a20PUijfBR",https://twitter.com/SamRWilloughby/status/1214315412109844481,native
For the first #badgermonday of #2020NewYear a big thank you to craignicollwildlife on Instagram for giving us permission to use this #gorgeouse #badger #photo https://t.co/dyYXscdw8e,https://twitter.com/CalderdaleBadg1/status/1214197348408147969,native
"Received this calendar finally! Looks looovelyyy 😍😍 

Kept one for myself and gifted two. 

Thanks a ton to @brakoo and Guri for taking this lovely initiative ! 

#2020NewYear #IndianTemples #CalendarsofIndia https://t.co/dZLDOEDw5W",https://twitter.com/alltalk/status/1214169866002931713,indian
Gulp. 7th in UK new biz rankings @TBWALONDON. That was a busy 2019. Roll on the next decade. #2020NewYear https://t.co/Kk1OYDRRgh,https://twitter.com/saraktate/status/1214163400332365824,native
Happy first #catboxsunday of #2020NewYear from us both 😻🐾💖😻🐾 https://t.co/cn8Ag0s5PL,https://twitter.com/birgitlissowsky/status/1213815590470799360,german
First Pictures of the decade🤩💦 #2020Vision #2020NewYear https://t.co/ghE4Bd6I1y,https://twitter.com/allshadesofzee/status/1213708014030602240,native
"Love this exercise!
1 make a list of things that make you happy
2 make a list of things you do everyday
3 compare lists
4 adjust accordingly

#SaturdayMorning #SaturdayMotivation #cloud #MachineLearning #2020NewYear https://t.co/dClcfIHiAT",https://twitter.com/sandy_carter/status/1213537002202652672,native
I’m hoping to get these sensory items for my students with #Autism. Check out my classroom on @DonorsChoose! I'd love your help to bring my project to life:  https://t.co/y3YPpieYph #clearthelist #2020NewYear #teachertwitter #autismawareness #SpecialEducation #Giving,https://twitter.com/PersaNancy/status/1213277843582595076,native
"From small towns to big cities and everywhere in between, @USARPAC thanks all of you for having our backs in #2019. 
Know that with whatever challenges we face in #2020, we'll have yours.  
#ThisWellDefend!#HappyNewYear #2020NewYear #NewYearsResolution #FreeandOpenIndoPacific https://t.co/pEvBVm07X8",https://twitter.com/INDOPACOM/status/1213173181802045441,native
"It’s 2020. Whatever you’ve been putting off, go for it! At least for the month of January, am I right?😜

#newyear #2020NewYear #resolution #bekinder #behappier #goals #fridayfeeling #letsrock2020 #wirock #concertphotography https://t.co/ce2tlndU2y",https://twitter.com/BourbonHouse_/status/1213165368199516161,native
"Welcome back to our #Tip of the Week #Contest, woohoo! 🙌
Each month one lucky person will win $50! Share, retweet, regram, pin #tips for your chance to #win. #HappyNewYear #DebtSucks #2020NewYear #WINMoney

General Contest Rules: https://t.co/aFd4YQM3mU  #FinancialGoals https://t.co/zBif9vA9UV",https://twitter.com/ConsolidatedUS/status/1213143191156875266,native
Climate strike week 18. First strike of the decade. Still alone. #ClimateEmegency #ClimateCrisis #climatestrike #FridaysForFurture #greta #ClimateAction #climate #belfast #2020NewYear #happynewyear2020 https://t.co/u7USVIwTFH,https://twitter.com/AnnaKernahan/status/1213136951630540800,native
"Well that didnt last long...
#WWIII #2020NewYear #positivevibes #resolutions #newdecade https://t.co/LOgSOLW9Oj",https://twitter.com/baugusbryson/status/1213136756725485568,native
